name,path,description,homepage_url,project,repo_url,logo,twitter,crunchbase,chat_channel,accepted,dev_stats_url,artwork_url,stack_overflow_url,blog_url,mailing_list_url,slack_url,gitter_url,youtube_url,language
Kubean,Automation & Configuration,Product ready cluster lifecycle management toolchains based on kubespray and other cluster LCM engine.,https://kubean-io.github.io/kubean/,sandbox,https://github.com/kubean-io/kubean,https://landscape.cncf.io/logos/af0dfa3a78be5051115370ffd93e2aa59bb1b740ed086b96c02d2ff697f51b87.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2024-04-16,https://kubean.devstats.cncf.io/,,,,,,,,Go
KubeArmor,Security & Compliance,"Runtime protection for Kubernetes & other cloud Workloads. Kubearmor provides a observability and policy enforcement system to restrict any unwanted, malicious behaviour of cloud-native workloads at runtime.",https://kubearmor.io/,sandbox,https://github.com/kubearmor/kubearmor,https://landscape.cncf.io/logos/84b3f34dd8fc2721ec69b0fb1b0d536b76f95a537c2db369144f9474fc5c388b.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kubearmor-project,2021-11-16,https://kubearmor.devstats.cncf.io/,,,https://kubearmor.io/blog,,http://kubearmor.slack.com/,,https://www.youtube.com/watch?v=NS8XC78wSME,Go
KubeClipper,Certified Kubernetes - Installer,Manage kubernetes in the most light and convenient way.,https://www.kubeclipper.io/,sandbox,https://github.com/kubeclipper/kubeclipper,https://landscape.cncf.io/logos/773de8297c26e5c1d0e92762b076be894e56dd58d5a50cff50cde111c585fbb9.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-06-30,https://kubeclipper.devstats.cncf.io/,,,,,,,,Go
KubeDL,Automation & Configuration,Run your deep learning workloads on Kubernetes more easily and efficiently.,https://kubedl.io,sandbox,https://github.com/kubedl-io/kubedl,https://landscape.cncf.io/logos/881d9cc5ca616a8480d03ced71af70d02577bdd52d71a9bd64aaa62639830b09.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-06-22,https://kubedl.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubedl-logos,,,,https://cloud-native.slack.com/archives/C027KH1Q71A,,,Go
KubeEdge,Automation & Configuration,Kubernetes Native Edge Computing Framework (project under CNCF),https://kubeedge.io/en/,graduated,https://github.com/kubeedge/kubeedge,https://landscape.cncf.io/logos/cfb665dc9a024771b54107c3ebcd0802bfdfc74c65ea00892516bf36a3a4dc8a.svg,https://twitter.com/KubeEdge,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-03-18,https://kubeedge.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubeedge-logos,,,https://groups.google.com/forum/#!forum/kubeedge,https://kubeedge.slack.com/,,,Go
Kubeflow,Scheduling & Orchestration,"The Kubeflow project is dedicated to making deployments of machine learning workflows on Kubernetes simple, portable and scalable by providing a straightforward way to deploy best-of-breed open-source systems for ML to diverse infrastructures.",https://kubeflow.org,incubating,https://github.com/kubeflow/kubeflow,https://landscape.cncf.io/logos/7d633b3edfff267c99e5cb38c875ca2b842b3b371fd13dfad598dcc07c24a62b.svg,https://twitter.com/kubeflow,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-07-25,https://kubeflow.devstats.cncf.io/,,,https://blog.kubeflow.org,https://groups.google.com/g/kubeflow-discuss,https://kubeflow.slack.com,,,TypeScript
Kuberhealthy,Observability,A Kubernetes operator for running synthetic checks as pods. Works great with Prometheus!,https://github.com/kuberhealthy/kuberhealthy,sandbox,https://github.com/kuberhealthy/kuberhealthy,https://landscape.cncf.io/logos/e19559135e0079fa79a1ac5f8227307afe3482481ae9367951e13ca097231abd.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-03-30,,,,,,,,,Go
Kubernetes,Scheduling & Orchestration,"Kubernetes is an open-source system for automating deployment, scaling, and management of containerized applications",https://kubernetes.io/,graduated,https://github.com/kubernetes/kubernetes,https://landscape.cncf.io/logos/e0303fdc381c96c1b4461ad1a2437c8f050cfb856fcb8710c9104367ca60f316.svg,https://twitter.com/kubernetesio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2016-03-10,https://k8s.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/graduated.md#kubernetes-logos,https://stackoverflow.com/questions/tagged/kubernetes,http://blog.kubernetes.io/,https://groups.google.com/forum/#!forum/kubernetes-dev,http://slack.k8s.io/,,https://www.youtube.com/channel/UCZ2bu0qutTOM0tHYa_jkIwg,Go
Kubescape,Security & Compliance,"Kubescape is an open source security and compliance platform that scans clusters, Kubernetes manifest files (YAML files, and Helm charts), code repositories, container registries and images. It detects misconfigurations according to frameworks such as the NSA-CISA,  MITRE ATT&CK® and CIS, as well as software vulnerabilities, and calculates risk scores.",https://kubescape.io/,incubating,https://github.com/kubescape/kubescape,https://landscape.cncf.io/logos/7204e2871a12ace755704a770c9d68b5e9cb8c8ddba6b8f94de1d8f63597cebb.svg,https://twitter.com/kubescape,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-12-13,https://kubescape.devstats.cncf.io/,,,,,https://cloud-native.slack.com/messages/kubescape,,,Go
KubeSlice,Scheduling & Orchestration,"Multi-Cloud, Multi-Cluster Service Connectivity with Application Slices.",https://kubeslice.io,sandbox,https://github.com/kubeslice/kubeslice,https://landscape.cncf.io/logos/617015ee744f973d20a309a1da340f8d4a35d173b988617e5225a9a9776dfd94.svg,https://twitter.com/kubeslice,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kubeslice,2024-04-16,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubeslice-logos,,,https://groups.google.com/g/kubeslice-dev,http://slack.k8s.io/,,,Mustache
KubeStellar,Scheduling & Orchestration,"KubeStellar - a flexible solution for multi-cluster configuration management for edge, multi-cloud, and hybrid cloud",https://kubestellar.io,sandbox,https://github.com/kubestellar/kubestellar,https://landscape.cncf.io/logos/e99ca164b6ec177f6e5f447e7e45918ffee752f0985e4fff60fcde5f1b57cc3b.svg,https://twitter.com/kubestellar,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kubestellar-dev,2023-12-19,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubestellar-logos,,,https://groups.google.com/g/kubestellar-dev,http://slack.k8s.io/,,,Go
KubeVela,Application Definition & Image Build,The Modern Application Platform.,https://kubevela.io,incubating,https://github.com/kubevela/kubevela,https://landscape.cncf.io/logos/c914016d15f6336269e2a3a7cb8e2483ec859282707766a16065e0d3560c5831.svg,https://twitter.com/oam_dev,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-06-22,https://kubevela.devstats.cncf.io/,,,https://kubevela.io/blog,,https://cloud-native.slack.com/archives/C01BLQ3HTJA,,,Go
KubeVirt,Application Definition & Image Build,Kubernetes Virtualization API and runtime in order to define and manage virtual machines.,https://kubevirt.io/,incubating,https://github.com/kubevirt/kubevirt,https://landscape.cncf.io/logos/1cfd7bf84e118cc66f4e80cb112b330a46c260e9dced9258e1d7832949584461.svg,https://twitter.com/kubevirt,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-09-06,https://kubevirt.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubevirt-logos,,,https://groups.google.com/g/kubevirt-dev/,https://kubernetes.slack.com/archives/C8ED7RKFE,,https://www.youtube.com/@KubeVirt,Go
Kubewarden,Security & Compliance,"Kubewarden is a Policy Engine powered by WebAssembly policies. Its policies can be written in CEL, Rego (OPA & Gatekeeper flavours), Rust, Go, YAML, and others. Kubewarden simplifies Policy-As-Code by allowing policy authors and consumers to use their preferred tooling and stack, develop and test policies out of cluster. ",https://www.kubewarden.io,sandbox,https://github.com/kubewarden/kubewarden-controller,https://landscape.cncf.io/logos/24207e926905a8f8a35dce3be43c4da4f8d9e8edea46b2beb3c319d6857b8e7a.svg,https://twitter.com/kubewarden,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kubewarden,2022-06-17,https://kubewarden.devstats.cncf.io/,,,https://kubewarden.io/blog,https://lists.cncf.io/g/cncf-kubewarden-maintainers,https://kubernetes.slack.com/,,,Go
KUDO,Application Definition & Image Build,Kubernetes Universal Declarative Operator (KUDO),https://kudo.dev/,sandbox,https://github.com/kudobuilder/kudo,https://landscape.cncf.io/logos/fddba880f4b7e06e4e99ded1c46c3f19a40d6918c3cbd41356ebb255d500ab11.svg,https://twitter.com/kudobuilder,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-25,https://kudo.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kudo,,,,,,,Go
Kuma,Service Mesh,"🐻 The multi-zone service mesh for containers, Kubernetes and VMs. Built with Envoy. CNCF Sandbox Project.",https://kuma.io,sandbox,https://github.com/kumahq/kuma,https://landscape.cncf.io/logos/0da973ff2e1bf921136027a4ea3ff8bbc78a984652119fe23ffadebe7c8b7a33.svg,https://twitter.com/KumaMesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-25,https://kuma.devstats.cncf.io/,,,https://kuma.io/blog/,,,,,Go
Kured,Scheduling & Orchestration,Kured (KUbernetes REboot Daemon) is a Kubernetes daemonset that performs safe automatic node reboots when the need to do so is indicated by the package management system of the underlying OS,https://kured.dev,sandbox,https://github.com/kubereboot/kured,https://landscape.cncf.io/logos/1065d39ce8d0b879ca2cfba54b936a3e8a7ebc0ec51467a3486de122d2d3f84b.svg,https://twitter.com/kubereboot,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-09-14,https://kured.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kured-logos,,,https://lists.cncf.io/g/cncf-kured-dev,http://slack.cncf.io/,,https://www.youtube.com/playlist?list=PLbx4FZ4kOKnurkfQy-tbxYHySHSqq0LbX,Go
KusionStack,Automation & Configuration,Declarative Intent Driven Platform Orchestrator for Internal Developer Platform (IDP).,https://kusionstack.io/,sandbox,https://github.com/KusionStack/kusion,https://landscape.cncf.io/logos/fa634199c51ed59a4083e4eedee3c4a339135376d6f70b68777dd9d4daaa46fa.svg,https://twitter.com/KusionStack,https://www.crunchbase.com/organization/ant-group,,2024-09-12,,,,,,,,,Go
Kyverno,Security & Compliance,Cloud Native Policy Management,https://kyverno.io/,incubating,https://github.com/kyverno/kyverno,https://landscape.cncf.io/logos/cd16e4a1d4b1b2b785530124b090d2fe64cbe2ce0f4d80e1bb968c45bb35af0b.svg,https://twitter.com/kyverno,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#kyverno,2020-11-10,https://kyverno.devstats.cncf.io/,,,,,https://kubernetes.slack.com/,,,Go
Lima,Container Runtime,"Linux virtual machines, typically on macOS, for running containerd",https://github.com/lima-vm/lima,sandbox,https://github.com/lima-vm/lima,https://landscape.cncf.io/logos/f5c2adc9a6645771cdbf17782a45fb4a97db3d007de6523c7682b27f7c35ae2d.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#lima,2022-09-14,https://lima.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#lima-logos,,,,https://slack.cncf.io/,,,Go
Linkerd,Service Mesh,"Ultra light, ultra simple, ultra powerful. Linkerd adds security, observability, and reliability to Kubernetes, without the complexity.",https://linkerd.io/,graduated,https://github.com/linkerd/linkerd2,https://landscape.cncf.io/logos/f1940543e59719e7ce1929d7bf6004b9fc56db3a6a59a2dc6f0db16c789b28ac.svg,https://twitter.com/linkerd,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-01-23,https://linkerd.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#linkerd-logos,https://stackoverflow.com/questions/tagged/linkerd,https://blog.linkerd.io/,,https://slack.linkerd.io/,,https://www.youtube.com/watch?v=wBgBwNZo_EE&list=PLI9FkLPXDscDB0gevkhEnyfgIfWF5yk4V,Go
Litmus,Chaos Engineering,Litmus helps  SREs and developers practice chaos engineering in a Cloud-native way. Chaos experiments are published at the ChaosHub  (https://hub.litmuschaos.io). Community notes is at https://hackmd.io/a4Zu_sH4TZGeih-xCimi3Q,https://litmuschaos.io/,incubating,https://github.com/litmuschaos/litmus,https://landscape.cncf.io/logos/d747c683685135f700a988978741a4e8b3f1c74ba20bd3d2bc5e741eff762a3d.svg,https://twitter.com/litmuschaos,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-25,https://litmuschaos.devstats.cncf.io/,,,,,https://kubernetes.slack.com/messages/CNXNB0ZTN,,https://www.youtube.com/channel/UCa57PMqmz_j0wnteRa9nCaw,Go
Logging Operator (Kube Logging),Observability,Logging operator for Kubernetes,https://kube-logging.dev/,sandbox,https://github.com/kube-logging/logging-operator,https://landscape.cncf.io/logos/092a16d595c7f92d1a10e5f823eefe2619c6ba22dc20e1086c74a8d5627737c8.svg,https://twitter.com/kubelogging,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-09-19,https://loggingoperator.devstats.cncf.io/,https://github.com/cncf/artwork/blob/main/examples/sandbox.md/#logging-operator-logos,,,,,,,Go
Longhorn,Cloud Native Storage,Cloud-native distributed storage for Kubernetes,https://longhorn.io/,incubating,https://github.com/longhorn/longhorn,https://landscape.cncf.io/logos/acd3d31cbdf0aa2ef2d695fa4a3571e6d232a96214ec33fe0b2022b9719c244c.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-10-11,https://longhorn.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#longhorn-logos,,,,,,,Shell
LoxiLB,Service Proxy,eBPF based cloud-native load-balancer. Powering Kubernetes|Edge|5G|IoT|XaaS Apps.,https://loxilb.io,sandbox,https://github.com/loxilb-io/loxilb,https://landscape.cncf.io/logos/8ca028123a89625aa57bd9ec2e0a8d950d3fc17a86e012b2a0672a82fdc14949.svg,,,#loxilb,2024-08-30,https://loxilb.devstats.cncf.io/,,,,,https://kubernetes.slack.com/messages/loxilb,,,Go
Merbridge,Service Mesh,Use eBPF to speed up your Service Mesh like crossing an Einstein-Rosen Bridge.,https://merbridge.io/,sandbox,https://github.com/merbridge/merbridge,https://landscape.cncf.io/logos/d3867e62efeb0127b98a26909b977d027004f1ad55a98c7507dc730c673a4ad9.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-12-14,https://merbridge.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/merbridge,,https://merbridge.io/blog/,,https://cloud-native.slack.com/messages/merbridge,,,Go
Meshery,Automation & Configuration,"Meshery, the cloud native manager",https://meshery.io,sandbox,https://github.com/meshery/meshery,https://landscape.cncf.io/logos/ae1a930d506efbc2b8ff75b0772e97af8b943c621bed7925d32312f3766f7390.svg,https://twitter.com/mesheryio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-06-22,https://meshery.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#meshery-logos,,https://meshery.io/blog/,https://meshery.io/subscribe,https://slack.meshery.io,,https://www.youtube.com/playlist?list=PL3A-A6hPO2INr4oEIorJqC8N0FtxnYj0a,JavaScript
MetalLB,Service Proxy,A network load-balancer implementation for Kubernetes using standard routing protocols,https://metallb.universe.tf,sandbox,https://github.com/metallb/metallb,https://landscape.cncf.io/logos/d19371232c839420223f96327f99332bce52962724a113bd61f3eef10a0bc637.svg,,https://www.crunchbase.com/organization/metallb,#metallb,2021-09-14,https://metallb.devstats.cncf.io/,,,,,https://slack.k8s.io/,,,Go
Metal³,Automation & Configuration,Bare metal host provisioning integration for Kubernetes,https://metal3.io/,sandbox,https://github.com/metal3-io/baremetal-operator,https://landscape.cncf.io/logos/5c18560e3c06e682845b6daccc58e55fe161c73dccf15e3b106021bcdef7006d.svg,https://twitter.com/metal3_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-09-08,https://metal3.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/metal3,,https://metal3.io/blog/index.html,https://groups.google.com/g/metal3-dev,https://kubernetes.slack.com/messages/CHD49TLE7,,https://www.youtube.com/channel/UC_xneeYbo-Dl4g-U78xW15g/videos,Go
Microcks,Application Definition & Image Build,"The open source, cloud native tool for API Mocking and Testing. Microcks is a Cloud Native Computing Foundation sandbox project 🚀",https://microcks.io,sandbox,https://github.com/microcks/microcks,https://landscape.cncf.io/logos/068ee3f89e14ab699d5e1000de95d9540c9a18f512859c72dfc15feba4f20b93.svg,https://twitter.com/microcksio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2023-06-22,https://microcks.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#microcks-logos,,https://microcks.io/blog/,https://github.com/orgs/microcks/discussions,https://cloud-native.slack.com/messages/microcks,,https://youtube.com/c/Microcks,Java
NATS,Streaming & Messaging,"NATS.io is a connective technology for distributed systems and is a perfect fit to connect devices, edge, cloud or hybrid deployments. True multi-tenancy makes NATS ideal for SaaS and self-healing and scaling technology allows for topology changes anytime with zero downtime.",https://nats.io/,incubating,https://github.com/nats-io/nats-server,https://landscape.cncf.io/logos/96862eb7542174f9ffeca0d2965f0c30d45675896983d9c4e17e9b8f4306f2c5.svg,https://twitter.com/nats_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-03-15,https://nats.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#nats-logos,https://stackoverflow.com/questions/tagged/nats.io,,https://nats.io/blog/,https://natsio.slack.com/join/shared_invite/enQtMzE2NDkxNDI2NTE1LTc5ZDEzYTkwYWZkYWQ5YjY1MzBjMWZmYzA5OGQxMzlkMGQzMjYxNGM3MWYxMjNiYmNjNzIwMTVjMWE2ZDgxZGM,,,Go
Network Service Mesh,Cloud Native Network,CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.,https://networkservicemesh.io/,sandbox,https://github.com/networkservicemesh/api,https://landscape.cncf.io/logos/a59f790ab063e80517b70fbc950c7ef9bf30a31261f0de0ddd38a2076801c502.svg,https://twitter.com/nservicemesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-04-11,https://networkservicemesh.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#network-service-mesh-logos,,,https://groups.google.com/forum/#!forum/networkservicemesh,https://cloud-native.slack.com/messages/CHQNNUPN1/details/,,,Go
Nocalhost,Application Definition & Image Build,Nocalhost is Cloud Native Dev Environment.,https://nocalhost.dev,sandbox,https://github.com/nocalhost/nocalhost,https://landscape.cncf.io/logos/027cc3339ab724ddae203edbdabe23ea7ee0acd60fde10cfa58fa3b2e6eaab47.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-16,https://nocalhost.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/nocalhost,,https://nocalhost.dev/blog,https://groups.google.com/g/nocalhost,https://cloud-native.slack.com/archives/C02NLKZCJ5D,,https://www.youtube.com/channel/UC2QC6HvFG8zOtFRvvMzcAUw,Go
Notary Project,Security & Compliance,A CLI tool to sign and verify artifacts,https://notaryproject.dev/,incubating,https://github.com/notaryproject/notation,https://landscape.cncf.io/logos/cd7295bb0d3dc7a30047b5b6af1759512da642e9b6a89adf71503e098f2c1ebf.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-10-24,https://notary.devstats.cncf.io/,https://github.com/cncf/artwork/blob/main/examples/incubating.md#notary-project-logos,https://stackoverflow.com/questions/tagged/notary,,,,,,Go
Open Cluster Management,Scheduling & Orchestration,Core components in the OCM project. Report here if you found any issues in OCM.,https://open-cluster-management.io/,sandbox,https://github.com/open-cluster-management-io/ocm,https://landscape.cncf.io/logos/edc23c541bb05197cefcf51eb9bfa7edaf5d53435b752d6436baf1c21db63de2.svg,https://twitter.com/ocm_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-09,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#open-cluster-management-logos,,,https://groups.google.com/g/open-cluster-management,https://kubernetes.slack.com/archives/C01GE7YSUUF,,https://www.youtube.com/channel/UC7xxOh2jBM5Jfwt3fsBzOZw,Go
Open Policy Agent (OPA),Security & Compliance,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",https://www.openpolicyagent.org/,graduated,https://github.com/open-policy-agent/opa,https://landscape.cncf.io/logos/c6d473cc6a37ca7850f1f787e5e1eefd1c898c0b288b1c895e663561aa3de387.svg,https://twitter.com/openpolicyagent,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-03-29,https://opa.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#opa-logos,,https://blog.openpolicyagent.org/,,http://slack.openpolicyagent.org/,,,Go
Open Policy Containers,Security & Compliance,"A docker-inspired CLI for building, tagging, pushing, pulling, and signing OPA policies to and from OCI-compliant registries.",https://openpolicycontainers.com,sandbox,https://github.com/opcr-io/policy,https://landscape.cncf.io/logos/e008056fcb724697b3677ae277dd6d7ea03d0023eec2e840e78aede55c1db39a.svg,https://twitter.com/openpolicyreg,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-12-13,https://opcr.devstats.cncf.io/,https://github.com/opcr-io/artwork,,,,https://www.aserto.com/slack,,,Go
Open Service Mesh,Service Mesh,"Open Service Mesh (OSM) is a lightweight, extensible, cloud native service mesh that allows users to uniformly manage, secure, and get out-of-the-box observability features for highly dynamic microservice environments.",https://openservicemesh.io/,archived,https://github.com/openservicemesh/osm,https://landscape.cncf.io/logos/6e13df957b2be61dc662af1bf312afe4840c2f7a7c566c9975b84010b4a0c746.svg,https://twitter.com/openservicemesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-09-08,,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#open-service-mesh-logos,,https://openservicemesh.io/blog/,https://groups.google.com/g/openservicemesh,https://cloud-native.slack.com/messages/openservicemesh,,,Go
OpenCost,Continuous Optimization,OpenCost provides visibility into current and historical Kubernetes spend and resource allocation.,https://www.opencost.io/,incubating,https://github.com/opencost/opencost,https://landscape.cncf.io/logos/ba27e92ddd22f942dde50f20b6d6d3f2ac7a0b78baf2471bdd89eb5d105c708f.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#opencost,2022-06-17,,,,,,https://slack.cncf.io/,,,Go
OpenEBS,Cloud Native Storage,A popular & widely deployed Open Source Container Native Storage platform for Stateful Persistent Applications on Kubernetes.,https://www.openebs.io/,sandbox,https://github.com/openebs/openebs,https://landscape.cncf.io/logos/340b36e26fb0aad744cc65b296b96cddb95d44e3f9b8aa814e35d0010db0d6b8.svg,https://twitter.com/openebs,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2024-10-10,https://openebs.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#openebs-logos,,,,https://cloud-native.slack.com/archives/CSL0PJ8GN,,https://www.youtube.com/channel/UC3ywadaAUQ1FI4YsHZ8wa0g,
OpenELB,Service Proxy,"Load Balancer Implementation for Kubernetes in Bare-Metal, Edge, and Virtualization",https://openelb.github.io,sandbox,https://github.com/openelb/openelb,https://landscape.cncf.io/logos/7ec2896e2b9f2dd3f4fe74986c2c5970861635819ae956268fc681fe99d12185.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#openelb,2021-11-09,https://openelb.devstats.cncf.io/,,,,,https://kubernetes.slack.com/messages/openelb,,,Go
OpenFeature,Feature Flagging,Standardizing Feature Flagging for Everyone,https://openfeature.dev/,incubating,https://github.com/open-feature/spec,https://landscape.cncf.io/logos/031998d76ffa95ddcc5777968611c88a82b3ca43a771d2448b6535c0e31ab168.svg,https://twitter.com/openfeature,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-06-17,https://openfeature.devstats.cncf.io/,,,https://docs.openfeature.dev/blog,,https://cloud-native.slack.com/messages/openfeature,,https://www.youtube.com/channel/UCXSFt-dT2HORGXz1-ksxtxw,Python
OpenFGA,Security & Compliance,OpenFGA is a high performance and flexible authorization/permission system built for developers and inspired by Google Zanzibar,https://openfga.dev,sandbox,https://github.com/openfga/openfga,https://landscape.cncf.io/logos/6b3198ff27cd0a30adf0aa5412cb0d56f273c052a141b8bc6e6e35d2b0d8bb6d.svg,https://twitter.com/OpenFGA,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-09-14,https://openfga.devstats.cncf.io/,https://github.com/openfga/community/tree/main/brand-assets,,,,https://discord.gg/8naAwJfWN6,,,Go
OpenFunction,Scheduling & Orchestration,Cloud Native Function-as-a-Service Platform (CNCF Sandbox Project),https://openfunction.dev,sandbox,https://github.com/OpenFunction/OpenFunction,https://landscape.cncf.io/logos/eec49b43a5d92bd4b19cbad9a4007e88d16c46f1b15d6d47ff4800c6dce36076.svg,https://twitter.com/openfunctiondev,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#openfunction,2022-04-26,https://openfunction.devstats.cncf.io/,,,https://openfunction.dev/blog/,,https://slack.cncf.io/,,,Go
openGemini,Database,"openGemini is an open source distributed time series DBMS with high concurrency, high performance, and high scalability, focusing on the storage and analysis of massive observability data.",https://www.opengemini.org,sandbox,https://github.com/openGemini/openGemini,https://landscape.cncf.io/logos/e4c5ddc4904699b26450cf6b472864fb6eaefd4e78b6885cef2372ef1dec7cc6.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2024-07-09,,,,,,https://cloud-native.slack.com/messages/open-gemini,,,Go
OpenGitOps,Continuous Integration & Delivery,Repository for top-level information about the OpenGitOps project,https://opengitops.dev/,sandbox,https://github.com/open-gitops/project,https://landscape.cncf.io/logos/0467938e71483d7b6fd46333527eb95ffd377bd90f8a9109ec172b45a1227d7e.svg,https://twitter.com/opengitops,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-01-26,,,,,,,,,
OpenKruise,Continuous Integration & Delivery,Automated management of large-scale applications on Kubernetes (incubating project under CNCF),https://openkruise.io/,incubating,https://github.com/openkruise/kruise,https://landscape.cncf.io/logos/0d5940504889e46c3de7eab60f4b1c6b3504406880d2e0af177d1476b5a77ee4.svg,,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,,,,,,,,,Go
OpenMetrics,Observability,Evolving the Prometheus exposition format into a standard.,https://openmetrics.io/,archived,https://github.com/OpenObservability/OpenMetrics,https://landscape.cncf.io/logos/1509d805cf552290ba0723bf85ebea8e0d85eb2e2d4a0eb5c62a3b776a324f4b.svg,https://twitter.com/OpenMetricsIO,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-08-10,https://openmetrics.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#openmetrics-logos,,,,https://cloud-native.slack.com/messages/openmetrics,,,Go
OpenTelemetry,Observability,OpenTelemetry community content,https://opentelemetry.io/,incubating,https://github.com/open-telemetry/community,https://landscape.cncf.io/logos/52818595352a47637721976b546e0a2a1d0da186a0eb97ec203bd7e5248eb4fc.svg,https://twitter.com/opentelemetry,https://www.crunchbase.com/organization/cloud-native-computing-foundation,#opentelemetry,2019-05-07,https://opentelemetry.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#opentelemetry-logos,,,,https://cloud-native.slack.com/messages/opentelemetry,https://gitter.im/open-telemetry/community,,Python
